entity_type,original_term,frequency,suggested_canonical,confidence,method,canonical_id,notes
condition,diarrhea-predominant irritable bowel syndrome (IBS-D),19,diarrhea-predominant irritable bowel syndrome (IBS-D),0.0,no_match,,No suitable canonical mapping found
condition,knee osteoarthritis,18,knee osteoarthritis,0.0,no_match,,No suitable canonical mapping found
intervention,osteopathic treatment,15,osteopathic treatment,0.0,no_match,,No suitable canonical mapping found
condition,IBS-D,12,IBS-D,0.0,no_match,,No suitable canonical mapping found
intervention,rifaximin,11,rifaximin,0.0,no_match,,No suitable canonical mapping found
intervention,acupuncture,10,acupuncture,0.0,no_match,,No suitable canonical mapping found
intervention,antibiotics,9,antibiotics,0.0,no_match,,No suitable canonical mapping found
intervention,synbiotics,9,synbiotics,0.0,no_match,,No suitable canonical mapping found
condition,gout,9,gout,0.0,no_match,,No suitable canonical mapping found
condition,constipation-predominant irritable bowel syndrome (IBS-C),8,constipation-predominant irritable bowel syndrome (IBS-C),0.0,no_match,,No suitable canonical mapping found
condition,depression,8,depression,0.0,no_match,,No suitable canonical mapping found
intervention,flecainide,7,flecainide,0.0,no_match,,No suitable canonical mapping found
condition,aortic stenosis (AS),6,aortic stenosis (AS),0.0,no_match,,No suitable canonical mapping found
condition,constipation,6,constipation,0.0,no_match,,No suitable canonical mapping found
condition,inflammatory and infective diseases,6,inflammatory and infective diseases,0.0,no_match,,No suitable canonical mapping found
condition,irritable bowel syndrome - diarrhea (IBS-D),6,irritable bowel syndrome - diarrhea (IBS-D),0.0,no_match,,No suitable canonical mapping found
condition,low anterior resection syndrome (LARS),6,low anterior resection syndrome (LARS),0.0,no_match,,No suitable canonical mapping found
intervention,methotrexate,5,methotrexate,0.0,no_match,,No suitable canonical mapping found
condition,Irritable Bowel Syndrome with Constipation (IBS-C),5,Irritable Bowel Syndrome with Constipation (IBS-C),0.0,no_match,,No suitable canonical mapping found
condition,irritable bowel syndrome with constipation (IBS-C),5,irritable bowel syndrome with constipation (IBS-C),0.0,no_match,,No suitable canonical mapping found
condition,postpartum depression,5,postpartum depression,0.0,no_match,,No suitable canonical mapping found
intervention,SGLT2 inhibitors,4,SGLT2 inhibitors,0.0,no_match,,No suitable canonical mapping found
intervention,neomycin,4,neomycin,0.0,no_match,,No suitable canonical mapping found
intervention,physical activity,4,physical activity,0.0,no_match,,No suitable canonical mapping found
intervention,statins,4,statins,0.0,no_match,,No suitable canonical mapping found
condition,PASC,4,PASC,0.0,no_match,,No suitable canonical mapping found
condition,Post-acute Sequelae of SARS-CoV-2 infection (PASC),4,Post-acute Sequelae of SARS-CoV-2 infection (PASC),0.0,no_match,,No suitable canonical mapping found
condition,bipolar disorder,4,bipolar disorder,0.0,no_match,,No suitable canonical mapping found
condition,cardiac function,4,cardiac function,0.0,no_match,,No suitable canonical mapping found
condition,cardiovascular disease,4,cardiovascular disease,0.0,no_match,,No suitable canonical mapping found
condition,constipation-predominant irritable bowel syndrome (IBS),4,constipation-predominant irritable bowel syndrome (IBS),0.0,no_match,,No suitable canonical mapping found
condition,early rheumatoid arthritis,4,early rheumatoid arthritis,0.0,no_match,,No suitable canonical mapping found
condition,functional constipation,4,functional constipation,0.0,no_match,,No suitable canonical mapping found
intervention,Western medicine,3,Western medicine,0.0,no_match,,No suitable canonical mapping found
intervention,antidepressants,3,antidepressants,0.0,no_match,,No suitable canonical mapping found
intervention,aspirin,3,aspirin,0.0,no_match,,No suitable canonical mapping found
intervention,ciprofloxacin,3,ciprofloxacin,0.0,no_match,,No suitable canonical mapping found
intervention,empagliflozin,3,empagliflozin,0.0,no_match,,No suitable canonical mapping found
intervention,finerenone,3,finerenone,0.0,no_match,,No suitable canonical mapping found
intervention,gluten-free diet,3,gluten-free diet,0.0,no_match,,No suitable canonical mapping found
intervention,guselkumab,3,guselkumab,0.0,no_match,,No suitable canonical mapping found
intervention,high-intensity interval training (HIIT),3,high-intensity interval training (HIIT),0.0,no_match,,No suitable canonical mapping found
intervention,metronidazole,3,metronidazole,0.0,no_match,,No suitable canonical mapping found
intervention,moxibustion,3,moxibustion,0.0,no_match,,No suitable canonical mapping found
intervention,peppermint oil,3,peppermint oil,0.0,no_match,,No suitable canonical mapping found
intervention,repetitive transcranial magnetic stimulation (rTMS),3,repetitive transcranial magnetic stimulation (rTMS),0.0,no_match,,No suitable canonical mapping found
intervention,sertraline,3,sertraline,0.0,no_match,,No suitable canonical mapping found
intervention,social-media-based mental health interventions,3,social-media-based mental health interventions,0.0,no_match,,No suitable canonical mapping found
intervention,transcranial direct current stimulation (tDCS),3,transcranial direct current stimulation (tDCS),0.0,no_match,,No suitable canonical mapping found
condition,Alzheimer's disease and related dementias,3,Alzheimer's disease and related dementias,0.0,no_match,,No suitable canonical mapping found
condition,ST-segment elevation myocardial infarction (STEMI) with multivessel disease (MVD),3,ST-segment elevation myocardial infarction (STEMI) with multivessel disease (MVD),0.0,no_match,,No suitable canonical mapping found
condition,adult native knee septic arthritis,3,adult native knee septic arthritis,0.0,no_match,,No suitable canonical mapping found
condition,ankylosing spondylitis,3,ankylosing spondylitis,0.0,no_match,,No suitable canonical mapping found
condition,carotid atherosclerosis,3,carotid atherosclerosis,0.0,no_match,,No suitable canonical mapping found
condition,carotid atherosclerosis in patients with type 2 diabetes mellitus,3,carotid atherosclerosis in patients with type 2 diabetes mellitus,0.0,no_match,,No suitable canonical mapping found
condition,chronic idiopathic constipation (CIC),3,chronic idiopathic constipation (CIC),0.0,no_match,,No suitable canonical mapping found
condition,cigarette smoking,3,cigarette smoking,0.0,no_match,,No suitable canonical mapping found
condition,diabetic ketoacidosis,3,diabetic ketoacidosis,0.0,no_match,,No suitable canonical mapping found
condition,diarrhea-predominant irritable bowel syndrome,3,diarrhea-predominant irritable bowel syndrome,0.0,no_match,,No suitable canonical mapping found
condition,food intolerance,3,food intolerance,0.0,no_match,,No suitable canonical mapping found
condition,high-risk patients undergoing complex PCI,3,high-risk patients undergoing complex PCI,0.0,no_match,,No suitable canonical mapping found
condition,high-risk patients undergoing complex percutaneous coronary intervention,3,high-risk patients undergoing complex percutaneous coronary intervention,0.0,no_match,,No suitable canonical mapping found
condition,inflammatory bowel disease (IBD),3,inflammatory bowel disease (IBD),0.0,no_match,,No suitable canonical mapping found
condition,obesity,3,obesity,0.0,no_match,,No suitable canonical mapping found
condition,obesity and mild GI symptoms,3,obesity and mild GI symptoms,0.0,no_match,,No suitable canonical mapping found
condition,post-infectious irritable bowel syndrome (PI-IBS),3,post-infectious irritable bowel syndrome (PI-IBS),0.0,no_match,,No suitable canonical mapping found
condition,psychological distress,3,psychological distress,0.0,no_match,,No suitable canonical mapping found
condition,"rheumatoid arthritis, osteoarthritis",3,"rheumatoid arthritis, osteoarthritis",0.0,no_match,,No suitable canonical mapping found
condition,transperineal prostate biopsy in elderly men,3,transperineal prostate biopsy in elderly men,0.0,no_match,,No suitable canonical mapping found
condition,treatment-resistant depression (TRD),3,treatment-resistant depression (TRD),0.0,no_match,,No suitable canonical mapping found
condition,ventricular tachycardia,3,ventricular tachycardia,0.0,no_match,,No suitable canonical mapping found
condition,visceral pain,3,visceral pain,0.0,no_match,,No suitable canonical mapping found
condition,"visceral pain, functional gastrointestinal disorders",3,"visceral pain, functional gastrointestinal disorders",0.0,no_match,,No suitable canonical mapping found
intervention,Acacia fiber,2,Acacia fiber,0.0,no_match,,No suitable canonical mapping found
intervention,Bifidobacterium bifidum MIMBb75,2,Bifidobacterium bifidum MIMBb75,0.0,no_match,,No suitable canonical mapping found
intervention,Danhong injection (DH),2,Danhong injection (DH),0.0,no_match,,No suitable canonical mapping found
intervention,Dansenduofensuanyan injection (DSDFSY),2,Dansenduofensuanyan injection (DSDFSY),0.0,no_match,,No suitable canonical mapping found
intervention,Danshenchuanxiongqin injection (DSCXQ),2,Danshenchuanxiongqin injection (DSCXQ),0.0,no_match,,No suitable canonical mapping found
intervention,Eye Movement Desensitization and Reprocessing (EMDR),2,Eye Movement Desensitization and Reprocessing (EMDR),0.0,no_match,,No suitable canonical mapping found
intervention,Guanxinning injection (GXN),2,Guanxinning injection (GXN),0.0,no_match,,No suitable canonical mapping found
intervention,Jianpi Therapy (JP),2,Jianpi Therapy (JP),0.0,no_match,,No suitable canonical mapping found
intervention,Jianpiwenshen Therapy (JPWS),2,Jianpiwenshen Therapy (JPWS),0.0,no_match,,No suitable canonical mapping found
intervention,Lacticaseibacillus rhamnosus GG (LGG),2,Lacticaseibacillus rhamnosus GG (LGG),0.0,no_match,,No suitable canonical mapping found
intervention,Lactiplantibacillus plantarum 299v,2,Lactiplantibacillus plantarum 299v,0.0,no_match,,No suitable canonical mapping found
intervention,Lactobacillus acidophilus,2,Lactobacillus acidophilus,0.0,no_match,,No suitable canonical mapping found
intervention,Lactobacillus acidophilus DDS-1,2,Lactobacillus acidophilus DDS-1,0.0,no_match,,No suitable canonical mapping found
intervention,Lactobacillus gasseri LA806,2,Lactobacillus gasseri LA806,0.0,no_match,,No suitable canonical mapping found
intervention,Lactobacillus plantarum,2,Lactobacillus plantarum,0.0,no_match,,No suitable canonical mapping found
intervention,Lactobacillus plantarum DSM 9843,2,Lactobacillus plantarum DSM 9843,0.0,no_match,,No suitable canonical mapping found
intervention,Limosilactobacillus (L.) reuteri DSM 17938,2,Limosilactobacillus (L.) reuteri DSM 17938,0.0,no_match,,No suitable canonical mapping found
intervention,Mediterranean diet,2,Mediterranean diet,0.0,no_match,,No suitable canonical mapping found
intervention,Selective serotonin reuptake inhibitors (SSRIs),2,Selective serotonin reuptake inhibitors (SSRIs),0.0,no_match,,No suitable canonical mapping found
intervention,Shugan Therapy (SG),2,Shugan Therapy (SG),0.0,no_match,,No suitable canonical mapping found
intervention,Shuganjianpi Therapy (SGJP),2,Shuganjianpi Therapy (SGJP),0.0,no_match,,No suitable canonical mapping found
intervention,Silicolgel,2,Silicolgel,0.0,no_match,,No suitable canonical mapping found
intervention,Sodium Tanshinone IIA Sulfonate injection (STS),2,Sodium Tanshinone IIA Sulfonate injection (STS),0.0,no_match,,No suitable canonical mapping found
intervention,Xiangdan injection (XD),2,Xiangdan injection (XD),0.0,no_match,,No suitable canonical mapping found
intervention,acupressure,2,acupressure,0.0,no_match,,No suitable canonical mapping found
intervention,aerobic conditioning,2,aerobic conditioning,0.0,no_match,,No suitable canonical mapping found
intervention,amiodarone,2,amiodarone,0.0,no_match,,No suitable canonical mapping found
intervention,ankle arthrodesis,2,ankle arthrodesis,0.0,no_match,,No suitable canonical mapping found
intervention,anti-interleukin-6 receptor,2,anti-interleukin-6 receptor,0.0,no_match,,No suitable canonical mapping found
intervention,anti-tumor necrosis factor,2,anti-tumor necrosis factor,0.0,no_match,,No suitable canonical mapping found
intervention,behavioral activation (BA),2,behavioral activation (BA),0.0,no_match,,No suitable canonical mapping found
intervention,benzylpenicillin (penicillin G),2,benzylpenicillin (penicillin G),0.0,no_match,,No suitable canonical mapping found
intervention,catheter ablation,2,catheter ablation,0.0,no_match,,No suitable canonical mapping found
intervention,clopidogrel,2,clopidogrel,0.0,no_match,,No suitable canonical mapping found
intervention,cognitive training (CT),2,cognitive training (CT),0.0,no_match,,No suitable canonical mapping found
intervention,colchicine,2,colchicine,0.0,no_match,,No suitable canonical mapping found
intervention,complete revascularization (CR),2,complete revascularization (CR),0.0,no_match,,No suitable canonical mapping found
intervention,dance and yoga,2,dance and yoga,0.0,no_match,,No suitable canonical mapping found
intervention,dexmedetomidine (DEX),2,dexmedetomidine (DEX),0.0,no_match,,No suitable canonical mapping found
intervention,"diet low in fermentable oligosaccharides, disaccharides, monosaccharides, and polyols",2,"diet low in fermentable oligosaccharides, disaccharides, monosaccharides, and polyols",0.0,no_match,,No suitable canonical mapping found
intervention,dietary alterations,2,dietary alterations,0.0,no_match,,No suitable canonical mapping found
intervention,evolocumab,2,evolocumab,0.0,no_match,,No suitable canonical mapping found
intervention,exercise,2,exercise,0.0,no_match,,No suitable canonical mapping found
intervention,fasudil hydrochloride,2,fasudil hydrochloride,0.0,no_match,,No suitable canonical mapping found
intervention,fiber intake,2,fiber intake,0.0,no_match,,No suitable canonical mapping found
intervention,game-based exercises,2,game-based exercises,0.0,no_match,,No suitable canonical mapping found
intervention,green kiwifruit consumption,2,green kiwifruit consumption,0.0,no_match,,No suitable canonical mapping found
intervention,intermittent fasting,2,intermittent fasting,0.0,no_match,,No suitable canonical mapping found
intervention,kombucha-based drink enriched with inulin and vitamins,2,kombucha-based drink enriched with inulin and vitamins,0.0,no_match,,No suitable canonical mapping found
intervention,linaclotide,2,linaclotide,0.0,no_match,,No suitable canonical mapping found
intervention,low glycemic index diet,2,low glycemic index diet,0.0,no_match,,No suitable canonical mapping found
intervention,low-dose glucagon,2,low-dose glucagon,0.0,no_match,,No suitable canonical mapping found
intervention,"low-fermentable oligosaccharides, disaccharides, monosaccharides, and polyols diet (FODMAP)",2,"low-fermentable oligosaccharides, disaccharides, monosaccharides, and polyols diet (FODMAP)",0.0,no_match,,No suitable canonical mapping found
intervention,melatonin,2,melatonin,0.0,no_match,,No suitable canonical mapping found
intervention,metformin,2,metformin,0.0,no_match,,No suitable canonical mapping found
intervention,methadone,2,methadone,0.0,no_match,,No suitable canonical mapping found
intervention,microbiome-based artificial intelligence-assisted personalized diet (PD),2,microbiome-based artificial intelligence-assisted personalized diet (PD),0.0,no_match,,No suitable canonical mapping found
intervention,mobile message-based intervention,2,mobile message-based intervention,0.0,no_match,,No suitable canonical mapping found
intervention,mobile-based postpartum lifestyle intervention,2,mobile-based postpartum lifestyle intervention,0.0,no_match,,No suitable canonical mapping found
intervention,moderate-intensity training (MIT),2,moderate-intensity training (MIT),0.0,no_match,,No suitable canonical mapping found
intervention,multi-strain probiotic,2,multi-strain probiotic,0.0,no_match,,No suitable canonical mapping found
intervention,neuropsychological and cognitive remediation,2,neuropsychological and cognitive remediation,0.0,no_match,,No suitable canonical mapping found
intervention,nurse-led peer support intervention,2,nurse-led peer support intervention,0.0,no_match,,No suitable canonical mapping found
intervention,personalized elimination diet,2,personalized elimination diet,0.0,no_match,,No suitable canonical mapping found
intervention,potassium chloride (KCL),2,potassium chloride (KCL),0.0,no_match,,No suitable canonical mapping found
intervention,potassium phosphate (KPO₄),2,potassium phosphate (KPO₄),0.0,no_match,,No suitable canonical mapping found
intervention,prednisolone,2,prednisolone,0.0,no_match,,No suitable canonical mapping found
intervention,prednisone,2,prednisone,0.0,no_match,,No suitable canonical mapping found
intervention,probiotic administration,2,probiotic administration,0.0,no_match,,No suitable canonical mapping found
intervention,proton pump inhibitors,2,proton pump inhibitors,0.0,no_match,,No suitable canonical mapping found
intervention,psychological therapies,2,psychological therapies,0.0,no_match,,No suitable canonical mapping found
intervention,psyllium consumption,2,psyllium consumption,0.0,no_match,,No suitable canonical mapping found
intervention,quetiapine,2,quetiapine,0.0,no_match,,No suitable canonical mapping found
intervention,quetiapine extended release,2,quetiapine extended release,0.0,no_match,,No suitable canonical mapping found
intervention,resistance conditioning,2,resistance conditioning,0.0,no_match,,No suitable canonical mapping found
intervention,sacral nerve stimulation,2,sacral nerve stimulation,0.0,no_match,,No suitable canonical mapping found
intervention,semaglutide,2,semaglutide,0.0,no_match,,No suitable canonical mapping found
intervention,serum-derived bovine immunoglobulin (SBI),2,serum-derived bovine immunoglobulin (SBI),0.0,no_match,,No suitable canonical mapping found
intervention,sitagliptin,2,sitagliptin,0.0,no_match,,No suitable canonical mapping found
intervention,social media-based patient education,2,social media-based patient education,0.0,no_match,,No suitable canonical mapping found
intervention,soluble fiber supplementation,2,soluble fiber supplementation,0.0,no_match,,No suitable canonical mapping found
intervention,sotalol,2,sotalol,0.0,no_match,,No suitable canonical mapping found
intervention,strengthening of accessory breathing muscles and diaphragm,2,strengthening of accessory breathing muscles and diaphragm,0.0,no_match,,No suitable canonical mapping found
intervention,tenapanor,2,tenapanor,0.0,no_match,,No suitable canonical mapping found
intervention,ticagrelor,2,ticagrelor,0.0,no_match,,No suitable canonical mapping found
intervention,tirzepatide,2,tirzepatide,0.0,no_match,,No suitable canonical mapping found
intervention,transcutaneous electrical nerve stimulation (TENS),2,transcutaneous electrical nerve stimulation (TENS),0.0,no_match,,No suitable canonical mapping found
intervention,tricyclic antidepressants,2,tricyclic antidepressants,0.0,no_match,,No suitable canonical mapping found
intervention,vitamin D,2,vitamin D,0.0,no_match,,No suitable canonical mapping found
intervention,yoga,2,yoga,0.0,no_match,,No suitable canonical mapping found
condition,Chronic Coronary Disease,2,Chronic Coronary Disease,0.0,no_match,,No suitable canonical mapping found
condition,Gestational Diabetes Mellitus (GDM),2,Gestational Diabetes Mellitus (GDM),0.0,no_match,,No suitable canonical mapping found
condition,HR-QoL,2,HR-QoL,0.0,no_match,,No suitable canonical mapping found
condition,Helicobacter pylori infection,2,Helicobacter pylori infection,0.0,no_match,,No suitable canonical mapping found
condition,acute calcium pyrophosphate (CPP) crystal arthritis,2,acute calcium pyrophosphate (CPP) crystal arthritis,0.0,no_match,,No suitable canonical mapping found
condition,acute calcium pyrophosphate arthritis,2,acute calcium pyrophosphate arthritis,0.0,no_match,,No suitable canonical mapping found
condition,angina pectoris of coronary heart disease,2,angina pectoris of coronary heart disease,0.0,no_match,,No suitable canonical mapping found
condition,anxiety disorder,2,anxiety disorder,0.0,no_match,,No suitable canonical mapping found
condition,cardiovascular disease (CVD),2,cardiovascular disease (CVD),0.0,no_match,,No suitable canonical mapping found
condition,cardiovascular diseases,2,cardiovascular diseases,0.0,no_match,,No suitable canonical mapping found
condition,chronic kidney disease,2,chronic kidney disease,0.0,no_match,,No suitable canonical mapping found
condition,congenital heart disease (CHD),2,congenital heart disease (CHD),0.0,no_match,,No suitable canonical mapping found
condition,coronary heart disease angina pectoris,2,coronary heart disease angina pectoris,0.0,no_match,,No suitable canonical mapping found
condition,coronary heart disease with angina pectoris after percutaneous coronary intervention,2,coronary heart disease with angina pectoris after percutaneous coronary intervention,0.0,no_match,,No suitable canonical mapping found
condition,depression and anxiety associated with life threatening illness,2,depression and anxiety associated with life threatening illness,0.0,no_match,,No suitable canonical mapping found
condition,diabetic foot osteomyelitis,2,diabetic foot osteomyelitis,0.0,no_match,,No suitable canonical mapping found
condition,diabetic ketoacidosis (DKA),2,diabetic ketoacidosis (DKA),0.0,no_match,,No suitable canonical mapping found
condition,dysbiotic microbiota,2,dysbiotic microbiota,0.0,no_match,,No suitable canonical mapping found
condition,exclusive breastfeeding (EBF),2,exclusive breastfeeding (EBF),0.0,no_match,,No suitable canonical mapping found
condition,fatigue,2,fatigue,0.0,no_match,,No suitable canonical mapping found
condition,functional abdominal pain (FAP),2,functional abdominal pain (FAP),0.0,no_match,,No suitable canonical mapping found
condition,functional dyspepsia,2,functional dyspepsia,0.0,no_match,,No suitable canonical mapping found
condition,functional gastrointestinal disorders (FGIDs),2,functional gastrointestinal disorders (FGIDs),0.0,no_match,,No suitable canonical mapping found
condition,gut microbiota regulation,2,gut microbiota regulation,0.0,no_match,,No suitable canonical mapping found
condition,heart failure,2,heart failure,0.0,no_match,,No suitable canonical mapping found
condition,infantile colic,2,infantile colic,0.0,no_match,,No suitable canonical mapping found
condition,inflammatory bowel disease,2,inflammatory bowel disease,0.0,no_match,,No suitable canonical mapping found
condition,inflammatory knee osteoarthritis,2,inflammatory knee osteoarthritis,0.0,no_match,,No suitable canonical mapping found
condition,irritable bowel syndrome with predominant constipation (IBS-C),2,irritable bowel syndrome with predominant constipation (IBS-C),0.0,no_match,,No suitable canonical mapping found
condition,irritable bowel syndrome with predominant constipation complaints (IBS-C),2,irritable bowel syndrome with predominant constipation complaints (IBS-C),0.0,no_match,,No suitable canonical mapping found
condition,ischaemic heart disease,2,ischaemic heart disease,0.0,no_match,,No suitable canonical mapping found
condition,kidney function decline in heart transplant recipients,2,kidney function decline in heart transplant recipients,0.0,no_match,,No suitable canonical mapping found
condition,knee osteoarthritis (KOA),2,knee osteoarthritis (KOA),0.0,no_match,,No suitable canonical mapping found
condition,knee osteoarthritis (OA),2,knee osteoarthritis (OA),0.0,no_match,,No suitable canonical mapping found
condition,knee osteoarthritis pain,2,knee osteoarthritis pain,0.0,no_match,,No suitable canonical mapping found
condition,major depressive disorder (MDD),2,major depressive disorder (MDD),0.0,no_match,,No suitable canonical mapping found
condition,mild knee osteoarthritis,2,mild knee osteoarthritis,0.0,no_match,,No suitable canonical mapping found
condition,mild knee osteoarthritis (KOA),2,mild knee osteoarthritis (KOA),0.0,no_match,,No suitable canonical mapping found
condition,milk sensitivity,2,milk sensitivity,0.0,no_match,,No suitable canonical mapping found
condition,nonalcoholic fatty liver disease (NAFLD),2,nonalcoholic fatty liver disease (NAFLD),0.0,no_match,,No suitable canonical mapping found
condition,oligoarticular juvenile idiopathic arthritis,2,oligoarticular juvenile idiopathic arthritis,0.0,no_match,,No suitable canonical mapping found
condition,opioid use disorder,2,opioid use disorder,0.0,no_match,,No suitable canonical mapping found
condition,patellofemoral pain syndrome,2,patellofemoral pain syndrome,0.0,no_match,,No suitable canonical mapping found
condition,peptic ulcer disease,2,peptic ulcer disease,0.0,no_match,,No suitable canonical mapping found
condition,permanent atrial fibrillation,2,permanent atrial fibrillation,0.0,no_match,,No suitable canonical mapping found
condition,prediabetes,2,prediabetes,0.0,no_match,,No suitable canonical mapping found
condition,psoriatic arthritis,2,psoriatic arthritis,0.0,no_match,,No suitable canonical mapping found
condition,psoriatic arthritis (PsA),2,psoriatic arthritis (PsA),0.0,no_match,,No suitable canonical mapping found
condition,psychosocial needs,2,psychosocial needs,0.0,no_match,,No suitable canonical mapping found
condition,pulmonary embolism,2,pulmonary embolism,0.0,no_match,,No suitable canonical mapping found
condition,refractory irritable bowel syndrome (IBS),2,refractory irritable bowel syndrome (IBS),0.0,no_match,,No suitable canonical mapping found
condition,septic shock,2,septic shock,0.0,no_match,,No suitable canonical mapping found
condition,stable CVD,2,stable CVD,0.0,no_match,,No suitable canonical mapping found
condition,treatment-resistant depression,2,treatment-resistant depression,0.0,no_match,,No suitable canonical mapping found
intervention,"2 Lactobacillus strains, one Bifidobacterium and one Streptococcus",1,"2 Lactobacillus strains, one Bifidobacterium and one Streptococcus",0.0,no_match,,No suitable canonical mapping found
intervention,2 green kiwifruits per day,1,2 green kiwifruits per day,0.0,no_match,,No suitable canonical mapping found
intervention,AI-assisted screening tools,1,AI-assisted screening tools,0.0,no_match,,No suitable canonical mapping found
intervention,AI-enhanced CHD management platform (AIM-CHD),1,AI-enhanced CHD management platform (AIM-CHD),0.0,no_match,,No suitable canonical mapping found
intervention,APOC3 inhibitors,1,APOC3 inhibitors,0.0,no_match,,No suitable canonical mapping found
intervention,ARVC risk calculator,1,ARVC risk calculator,0.0,no_match,,No suitable canonical mapping found
intervention,Affect Regulation Training,1,Affect Regulation Training,0.0,no_match,,No suitable canonical mapping found
intervention,Anaerobically Cultivated Human Intestinal Microbiota (ACHIM),1,Anaerobically Cultivated Human Intestinal Microbiota (ACHIM),0.0,no_match,,No suitable canonical mapping found
intervention,Anti-diarrhoeal agents,1,Anti-diarrhoeal agents,0.0,no_match,,No suitable canonical mapping found
intervention,Anti-spasmodics,1,Anti-spasmodics,0.0,no_match,,No suitable canonical mapping found
intervention,Antibiotics,1,Antibiotics,0.0,no_match,,No suitable canonical mapping found
intervention,Anticholinergics,1,Anticholinergics,0.0,no_match,,No suitable canonical mapping found
intervention,Antispasmodics,1,Antispasmodics,0.0,no_match,,No suitable canonical mapping found
intervention,B.coagulans,1,B.coagulans,0.0,no_match,,No suitable canonical mapping found
intervention,Bacillus,1,Bacillus,0.0,no_match,,No suitable canonical mapping found
intervention,Bacillus coagulans,1,Bacillus coagulans,0.0,no_match,,No suitable canonical mapping found
intervention,Bacillus coagulans LBSC,1,Bacillus coagulans LBSC,0.0,no_match,,No suitable canonical mapping found
intervention,Bacillus coagulans MTCC 5856,1,Bacillus coagulans MTCC 5856,0.0,no_match,,No suitable canonical mapping found
intervention,Bacillus coagulans Unique IS2,1,Bacillus coagulans Unique IS2,0.0,no_match,,No suitable canonical mapping found
intervention,Bacillus strains,1,Bacillus strains,0.0,no_match,,No suitable canonical mapping found
